UNITID,OPEID6,INSTNM,CONTROL,MAIN,CIPCODE,CIPDESC,CREDLEV,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,DEBT_ALL_STGP_EVAL_N,DEBT_ALL_STGP_EVAL_MDN,EARN_MDN_HI_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_COUNT_WNE_5YR,EARN_MDN_5YR
163426,6911,Montgomery College,Public,1,1503,Electrical/Electronic Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,1504,Electromechanical Technologies/Technicians.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,1512,Computer Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,5,66,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,1513,Drafting/Design Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,7,6,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,1616,American Sign Language.,1,Undergraduate Certificate or Diploma,2,4,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,1907,"Human Development, Family Studies, and Related Services.",1,Undergraduate Certificate or Diploma,14,11,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,2203,Legal Support Services.,1,Undergraduate Certificate or Diploma,3,2,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,2313,Rhetoric and Composition/Writing Studies.,1,Undergraduate Certificate or Diploma,2,4,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",1,Undergraduate Certificate or Diploma,4,1,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,3099,"Multi/Interdisciplinary Studies, Other.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,3103,"Parks, Recreation, and Leisure Facilities Management.",1,Undergraduate Certificate or Diploma,2,3,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,3105,"Sports, Kinesiology, and Physical Education/Fitness.",1,Undergraduate Certificate or Diploma,2,4,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,4101,Biology/Biotechnology Technologies/Technicians.,1,Undergraduate Certificate or Diploma,24,33,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,4301,Criminal Justice and Corrections.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,4302,Fire Protection.,1,Undergraduate Certificate or Diploma,2,4,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,4303,Homeland Security.,1,Undergraduate Certificate or Diploma,4,6,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,4507,Geography and Cartography.,1,Undergraduate Certificate or Diploma,6,4,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,4603,Electrical and Power Transmission Installers.,1,Undergraduate Certificate or Diploma,4,4,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,4604,"Building/Construction Finishing, Management, and Inspection.",1,Undergraduate Certificate or Diploma,1,1,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,4699,"Construction Trades, Other.",1,Undergraduate Certificate or Diploma,NA,3,NA,NA,NA,NA,NA,NA,NA
163426,6911,Montgomery College,Public,1,4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",1,Undergraduate Certificate or Diploma,5,2,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,4706,Vehicle Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,2,13,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5004,Design and Applied Arts.,1,Undergraduate Certificate or Diploma,11,11,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5007,Fine and Studio Arts.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5106,Dental Support Services and Allied Professions.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,19,29,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5199,"Health Professions and Related Clinical Sciences, Other.",1,Undergraduate Certificate or Diploma,1,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,2,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,15,8,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5209,Hospitality Administration/Management.,1,Undergraduate Certificate or Diploma,1,3,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5210,Human Resources Management and Services.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5212,Management Information Systems and Services.,1,Undergraduate Certificate or Diploma,2,1,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5213,Management Sciences and Quantitative Methods.,1,Undergraduate Certificate or Diploma,17,7,PS,PS,PS,PS,PS,PS,PS
163426,6911,Montgomery College,Public,1,5218,"General Sales, Merchandising and Related Marketing Operations.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163541,23330,Hair Academy,"Private, for-profit",1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,94,165,PS,11250,15736,145,16819,95,19808
163578,2065,Notre Dame of Maryland University,"Private, nonprofit",1,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",1,Undergraduate Certificate or Diploma,0,19,PS,PS,NA,PS,PS,PS,PS
163578,2065,Notre Dame of Maryland University,"Private, nonprofit",1,5209,Hospitality Administration/Management.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,NA,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,901,Communication and Media Studies.,1,Undergraduate Certificate or Diploma,1,3,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,1102,Computer Programming.,1,Undergraduate Certificate or Diploma,8,12,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,1108,Computer Software and Media Applications.,1,Undergraduate Certificate or Diploma,7,3,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,1109,Computer Systems Networking and Telecommunications.,1,Undergraduate Certificate or Diploma,16,5,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,1110,Computer/Information Technology Administration and Management.,1,Undergraduate Certificate or Diploma,18,9,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,1205,Culinary Arts and Related Services.,1,Undergraduate Certificate or Diploma,8,5,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",1,Undergraduate Certificate or Diploma,0,NA,NA,NA,NA,NA,NA,NA,NA
163657,2089,Prince George's Community College,Public,1,1409,Computer Engineering.,1,Undergraduate Certificate or Diploma,NA,0,NA,NA,NA,NA,NA,NA,NA
163657,2089,Prince George's Community College,Public,1,1512,Computer Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,9,7,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,1599,"Engineering/Engineering-Related Technologies/Technicians, Other.",1,Undergraduate Certificate or Diploma,3,NA,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,1907,"Human Development, Family Studies, and Related Services.",1,Undergraduate Certificate or Diploma,1,1,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,2203,Legal Support Services.,1,Undergraduate Certificate or Diploma,16,14,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",1,Undergraduate Certificate or Diploma,75,208,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,4304,Security Science and Technology.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,4604,"Building/Construction Finishing, Management, and Inspection.",1,Undergraduate Certificate or Diploma,2,8,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,26,22,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,5004,Design and Applied Arts.,1,Undergraduate Certificate or Diploma,9,5,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,5005,Drama/Theatre Arts and Stagecraft.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,7,9,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,1,0,PS,PS,NA,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,17,1,PS,PS,65182,PS,PS,16,99562
163657,2089,Prince George's Community College,Public,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",1,Undergraduate Certificate or Diploma,0,NA,NA,NA,NA,NA,NA,NA,NA
163657,2089,Prince George's Community College,Public,1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,NA,2,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,2,5,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,7,9,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,5209,Hospitality Administration/Management.,1,Undergraduate Certificate or Diploma,2,2,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,5210,Human Resources Management and Services.,1,Undergraduate Certificate or Diploma,11,9,PS,PS,PS,PS,PS,PS,PS
163657,2089,Prince George's Community College,Public,1,5214,Marketing.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
163815,23310,Maryland Beauty Academy of Essex,"Private, for-profit",1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,20,57,45,8500,21068,39,13002,PS,PS
163851,2091,Salisbury University,Public,1,4304,Security Science and Technology.,1,Undergraduate Certificate or Diploma,10,14,PS,PS,PS,PS,PS,PS,PS
163851,2091,Salisbury University,Public,1,5111,Health/Medical Preparatory Programs.,1,Undergraduate Certificate or Diploma,0,0,NA,NA,NA,NA,NA,NA,NA
164076,2099,Towson University,Public,1,5207,Entrepreneurial and Small Business Operations.,1,Undergraduate Certificate or Diploma,NA,0,NA,NA,NA,NA,NA,NA,NA
164313,20739,Wor-Wic Community College,Public,1,1105,Computer Systems Analysis.,1,Undergraduate Certificate or Diploma,0,2,PS,PS,PS,PS,PS,PS,PS
164313,20739,Wor-Wic Community College,Public,1,1205,Culinary Arts and Related Services.,1,Undergraduate Certificate or Diploma,0,0,NA,NA,NA,NA,NA,NA,NA
164313,20739,Wor-Wic Community College,Public,1,1513,Drafting/Design Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
164313,20739,Wor-Wic Community College,Public,1,1907,"Human Development, Family Studies, and Related Services.",1,Undergraduate Certificate or Diploma,1,2,PS,PS,PS,PS,PS,PS,PS
164313,20739,Wor-Wic Community College,Public,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",1,Undergraduate Certificate or Diploma,NA,0,NA,NA,NA,NA,NA,NA,NA
164313,20739,Wor-Wic Community College,Public,1,4301,Criminal Justice and Corrections.,1,Undergraduate Certificate or Diploma,121,97,PS,PS,50836,81,53813,33,61335
164313,20739,Wor-Wic Community College,Public,1,4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",1,Undergraduate Certificate or Diploma,0,0,NA,NA,NA,NA,NA,NA,NA
164313,20739,Wor-Wic Community College,Public,1,4805,Precision Metal Working.,1,Undergraduate Certificate or Diploma,0,0,NA,NA,NA,NA,NA,NA,NA
164313,20739,Wor-Wic Community College,Public,1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,2,2,PS,PS,PS,PS,PS,PS,PS
164313,20739,Wor-Wic Community College,Public,1,5115,Mental and Social Health Services and Allied Professions.,1,Undergraduate Certificate or Diploma,3,1,PS,PS,PS,PS,PS,PS,PS
164313,20739,Wor-Wic Community College,Public,1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,63,61,47,8750,PS,23,61298,20,64747
164313,20739,Wor-Wic Community College,Public,1,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,2,1,PS,PS,PS,PS,PS,PS,PS
164313,20739,Wor-Wic Community College,Public,1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,1,NA,PS,PS,PS,PS,PS,PS,PS
164313,20739,Wor-Wic Community College,Public,1,5209,Hospitality Administration/Management.,1,Undergraduate Certificate or Diploma,2,1,PS,PS,PS,PS,PS,PS,PS
164313,20739,Wor-Wic Community College,Public,1,5217,Insurance.,1,Undergraduate Certificate or Diploma,NA,0,NA,NA,NA,NA,NA,NA,NA
164368,41432,Hult International Business School,"Private, nonprofit",1,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
164447,2114,American International College,"Private, nonprofit",1,101,Agricultural Business and Management.,1,Undergraduate Certificate or Diploma,NA,1,NA,NA,NA,NA,NA,NA,NA
164535,21699,Assabet Valley Regional Technical School,Public,1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,33,41,PS,PS,PS,PS,PS,PS,PS
164562,2118,Assumption University,"Private, nonprofit",1,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,1,NA,PS,PS,PS,NA,NA,NA,NA
164599,23374,Bancroft School of Massage Therapy,"Private, for-profit",1,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,43,15,PS,PS,PS,PS,PS,PS,PS
164614,32483,Boston Baptist College,"Private, nonprofit",1,3902,Bible/Biblical Studies.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
164632,2122,Bay Path University,"Private, nonprofit",1,110,Food Science and Technology.,1,Undergraduate Certificate or Diploma,8,3,PS,PS,PS,PS,PS,PS,PS
164632,2122,Bay Path University,"Private, nonprofit",1,2203,Legal Support Services.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
164632,2122,Bay Path University,"Private, nonprofit",1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
164641,3965,Bay State College,"Private, for-profit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,4,NA,PS,11000,PS,23,31001,PS,PS
164739,2124,Bentley University,"Private, nonprofit",1,3031,Human Computer Interaction.,1,Undergraduate Certificate or Diploma,1,13,PS,PS,PS,PS,PS,PS,PS
164748,2126,Berklee College of Music,"Private, nonprofit",1,1108,Computer Software and Media Applications.,1,Undergraduate Certificate or Diploma,9,6,PS,PS,PS,PS,PS,PS,PS
164748,2126,Berklee College of Music,"Private, nonprofit",1,1599,"Engineering/Engineering-Related Technologies/Technicians, Other.",1,Undergraduate Certificate or Diploma,6,5,PS,PS,PS,PS,PS,PS,PS
164748,2126,Berklee College of Music,"Private, nonprofit",1,5009,Music.,1,Undergraduate Certificate or Diploma,33,23,PS,PS,20239,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,106,Applied Horticulture and Horticultural Business Services.,1,Undergraduate Certificate or Diploma,12,3,NA,NA,NA,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,183,Veterinary/Animal Health Technologies/Technicians.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,NA,NA,NA,NA
164775,2167,Berkshire Community College,Public,1,1102,Computer Programming.,1,Undergraduate Certificate or Diploma,5,6,PS,PS,PS,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,1109,Computer Systems Networking and Telecommunications.,1,Undergraduate Certificate or Diploma,0,2,PS,PS,PS,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,1205,Culinary Arts and Related Services.,1,Undergraduate Certificate or Diploma,1,2,PS,PS,PS,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",1,Undergraduate Certificate or Diploma,18,18,PS,PS,PS,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,1599,"Engineering/Engineering-Related Technologies/Technicians, Other.",1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,3105,"Sports, Kinesiology, and Physical Education/Fitness.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,4301,Criminal Justice and Corrections.,1,Undergraduate Certificate or Diploma,6,8,NA,NA,NA,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,5005,Drama/Theatre Arts and Stagecraft.,1,Undergraduate Certificate or Diploma,NA,1,NA,NA,NA,NA,NA,NA,NA
164775,2167,Berkshire Community College,Public,1,5007,Fine and Studio Arts.,1,Undergraduate Certificate or Diploma,3,4,NA,NA,NA,NA,NA,NA,NA
164775,2167,Berkshire Community College,Public,1,5009,Music.,1,Undergraduate Certificate or Diploma,3,2,PS,PS,PS,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,8,6,PS,PS,PS,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,5115,Mental and Social Health Services and Allied Professions.,1,Undergraduate Certificate or Diploma,21,21,23,13500,PS,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,0,5,PS,PS,PS,PS,PS,PS,PS
164775,2167,Berkshire Community College,Public,1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,12,16,42,10500,35807,16,49764,19,74835
164775,2167,Berkshire Community College,Public,1,5207,Entrepreneurial and Small Business Operations.,1,Undergraduate Certificate or Diploma,NA,3,NA,NA,NA,NA,NA,NA,NA
164845,8178,Empire Beauty School-Boston,"Private, for-profit",0,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,45,52,886,11743,18217,745,16062,1103,22064
164872,3966,Boston Architectural College,"Private, nonprofit",1,499,"Architecture and Related Services, Other.",1,Undergraduate Certificate or Diploma,34,29,PS,PS,PS,PS,PS,PS,PS
164924,2128,Boston College,"Private, nonprofit",1,5299,"Business, Management, Marketing, and Related Support Services, Other.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,NA,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,501,Area Studies.,1,Undergraduate Certificate or Diploma,6,7,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,502,"Ethnic, Cultural Minority, Gender, and Group Studies.",1,Undergraduate Certificate or Diploma,0,8,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,909,"Public Relations, Advertising, and Applied Communication.",1,Undergraduate Certificate or Diploma,1,2,PS,PS,NA,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1101,"Computer and Information Sciences, General.",1,Undergraduate Certificate or Diploma,27,20,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1108,Computer Software and Media Applications.,1,Undergraduate Certificate or Diploma,15,18,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1110,Computer/Information Technology Administration and Management.,1,Undergraduate Certificate or Diploma,11,12,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1199,"Computer and Information Sciences and Support Services, Other.",1,Undergraduate Certificate or Diploma,1,3,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1205,Culinary Arts and Related Services.,1,Undergraduate Certificate or Diploma,1,0,NA,NA,NA,NA,NA,NA,NA
164988,2130,Boston University,"Private, nonprofit",1,1301,"Education, General.",1,Undergraduate Certificate or Diploma,NA,2,NA,NA,NA,NA,NA,NA,NA
164988,2130,Boston University,"Private, nonprofit",1,1306,"Educational Assessment, Evaluation, and Research.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",1,Undergraduate Certificate or Diploma,4,3,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1314,Teaching English or French as a Second or Foreign Language.,1,Undergraduate Certificate or Diploma,2,1,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1399,"Education, Other.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1409,Computer Engineering.,1,Undergraduate Certificate or Diploma,2,4,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1499,"Engineering, Other.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1512,Computer Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,1,2,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,1601,"Linguistic, Comparative, and Related Language Studies and Services.",1,Undergraduate Certificate or Diploma,1,0,PS,PS,NA,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,2299,"Legal Professions and Studies, Other.",1,Undergraduate Certificate or Diploma,16,2,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,2313,Rhetoric and Composition/Writing Studies.,1,Undergraduate Certificate or Diploma,23,14,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,2699,"Biological and Biomedical Sciences, Other.",1,Undergraduate Certificate or Diploma,2,11,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,2799,"Mathematics and Statistics, Other.",1,Undergraduate Certificate or Diploma,1,0,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,3099,"Multi/Interdisciplinary Studies, Other.",1,Undergraduate Certificate or Diploma,7,19,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,3802,Religion/Religious Studies.,1,Undergraduate Certificate or Diploma,NA,1,NA,NA,NA,NA,NA,NA,NA
164988,2130,Boston University,"Private, nonprofit",1,3906,Theological and Ministerial Studies.,1,Undergraduate Certificate or Diploma,4,10,NA,NA,NA,NA,NA,NA,NA
164988,2130,Boston University,"Private, nonprofit",1,3999,"Theology and Religious Vocations, Other.",1,Undergraduate Certificate or Diploma,6,5,NA,NA,NA,NA,NA,NA,NA
164988,2130,Boston University,"Private, nonprofit",1,4301,Criminal Justice and Corrections.,1,Undergraduate Certificate or Diploma,24,35,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,4407,Social Work.,1,Undergraduate Certificate or Diploma,4,2,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,4499,"Public Administration and Social Service Professions, Other.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,4599,"Social Sciences, Other.",1,Undergraduate Certificate or Diploma,75,75,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5009,Music.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,NA,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5010,"Arts, Entertainment, and Media Management.",1,Undergraduate Certificate or Diploma,3,15,PS,PS,NA,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5099,"Visual and Performing Arts, Other.",1,Undergraduate Certificate or Diploma,12,13,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,1,Undergraduate Certificate or Diploma,1,0,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5111,Health/Medical Preparatory Programs.,1,Undergraduate Certificate or Diploma,1,2,NA,NA,NA,NA,NA,NA,NA
164988,2130,Boston University,"Private, nonprofit",1,5115,Mental and Social Health Services and Allied Professions.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5122,Public Health.,1,Undergraduate Certificate or Diploma,7,8,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5127,Medical Illustration and Informatics.,1,Undergraduate Certificate or Diploma,4,3,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5199,"Health Professions and Related Clinical Sciences, Other.",1,Undergraduate Certificate or Diploma,5,1,NA,NA,NA,NA,NA,NA,NA
164988,2130,Boston University,"Private, nonprofit",1,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,36,25,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5207,Entrepreneurial and Small Business Operations.,1,Undergraduate Certificate or Diploma,14,13,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5208,Finance and Financial Management Services.,1,Undergraduate Certificate or Diploma,11,15,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5209,Hospitality Administration/Management.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
164988,2130,Boston University,"Private, nonprofit",1,5213,Management Sciences and Quantitative Methods.,1,Undergraduate Certificate or Diploma,32,18,PS,PS,PS,PS,PS,PS,PS
