UNITID,OPEID6,INSTNM,CONTROL,MAIN,CIPCODE,CIPDESC,CREDLEV,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,DEBT_ALL_STGP_EVAL_N,DEBT_ALL_STGP_EVAL_MDN,EARN_MDN_HI_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_COUNT_WNE_5YR,EARN_MDN_5YR
117706,1226,Los Angeles Pierce College,Public,1,1907,"Human Development, Family Studies, and Related Services.",1,Undergraduate Certificate or Diploma,124,65,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,2203,Legal Support Services.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",1,Undergraduate Certificate or Diploma,1043,974,PS,PS,16726,PS,PS,162,42457
117706,1226,Los Angeles Pierce College,Public,1,4507,Geography and Cartography.,1,Undergraduate Certificate or Diploma,3,0,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,6,6,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,4706,Vehicle Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,20,15,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,4805,Precision Metal Working.,1,Undergraduate Certificate or Diploma,2,0,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5004,Design and Applied Arts.,1,Undergraduate Certificate or Diploma,6,2,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5005,Drama/Theatre Arts and Stagecraft.,1,Undergraduate Certificate or Diploma,1,0,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5115,Mental and Social Health Services and Allied Professions.,1,Undergraduate Certificate or Diploma,10,12,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5201,"Business/Commerce, General.",1,Undergraduate Certificate or Diploma,11,3,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,7,3,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,5,6,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,29,22,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5207,Entrepreneurial and Small Business Operations.,1,Undergraduate Certificate or Diploma,3,6,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5208,Finance and Financial Management Services.,1,Undergraduate Certificate or Diploma,1,2,PS,PS,NA,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5211,International Business.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5215,Real Estate.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,NA,NA,NA,NA
117706,1226,Los Angeles Pierce College,Public,1,5216,Taxation.,1,Undergraduate Certificate or Diploma,6,6,PS,PS,PS,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5217,Insurance.,1,Undergraduate Certificate or Diploma,1,3,PS,PS,NA,PS,PS,PS,PS
117706,1226,Los Angeles Pierce College,Public,1,5218,"General Sales, Merchandising and Related Marketing Operations.",1,Undergraduate Certificate or Diploma,2,4,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,1101,"Computer and Information Sciences, General.",1,Undergraduate Certificate or Diploma,12,1,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,1106,Data Entry/Microcomputer Applications.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,1301,"Education, General.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,1907,"Human Development, Family Studies, and Related Services.",1,Undergraduate Certificate or Diploma,19,19,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",1,Undergraduate Certificate or Diploma,351,230,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,2701,Mathematics.,1,Undergraduate Certificate or Diploma,NA,NA,NA,NA,NA,NA,NA,NA,NA
117715,7047,Los Angeles Southwest College,Public,1,4301,Criminal Justice and Corrections.,1,Undergraduate Certificate or Diploma,3,6,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,4304,Security Science and Technology.,1,Undergraduate Certificate or Diploma,NA,NA,NA,NA,NA,NA,NA,NA,NA
117715,7047,Los Angeles Southwest College,Public,1,4511,Sociology.,1,Undergraduate Certificate or Diploma,2,2,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,2,4,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,4706,Vehicle Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,NA,NA,NA,NA
117715,7047,Los Angeles Southwest College,Public,1,5115,Mental and Social Health Services and Allied Professions.,1,Undergraduate Certificate or Diploma,9,16,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,5201,"Business/Commerce, General.",1,Undergraduate Certificate or Diploma,1,1,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,17,5,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,1,1,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,6,1,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,5208,Finance and Financial Management Services.,1,Undergraduate Certificate or Diploma,0,2,PS,PS,PS,PS,PS,PS,PS
117715,7047,Los Angeles Southwest College,Public,1,5215,Real Estate.,1,Undergraduate Certificate or Diploma,2,6,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,409,Architectural Sciences and Technology.,1,Undergraduate Certificate or Diploma,8,6,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1003,Graphic Communications.,1,Undergraduate Certificate or Diploma,9,9,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1101,"Computer and Information Sciences, General.",1,Undergraduate Certificate or Diploma,9,15,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1103,Data Processing.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,NA,NA,NA,NA
117724,1227,Los Angeles Trade Technical College,Public,1,1105,Computer Systems Analysis.,1,Undergraduate Certificate or Diploma,NA,2,NA,NA,NA,NA,NA,NA,NA
117724,1227,Los Angeles Trade Technical College,Public,1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,87,152,PS,PS,17834,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1205,Culinary Arts and Related Services.,1,Undergraduate Certificate or Diploma,79,77,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1410,"Electrical, Electronics, and Communications Engineering.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1503,Electrical/Electronic Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,2,1,PS,PS,NA,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1504,Electromechanical Technologies/Technicians.,1,Undergraduate Certificate or Diploma,7,2,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1505,Environmental Control Technologies/Technicians.,1,Undergraduate Certificate or Diploma,68,55,PS,PS,PS,16,43340,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1506,Industrial Production Technologies/Technicians.,1,Undergraduate Certificate or Diploma,12,1,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1507,Quality Control and Safety Technologies/Technicians.,1,Undergraduate Certificate or Diploma,5,5,NA,NA,NA,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1508,Mechanical Engineering Related Technologies/Technicians.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,47664,24,66574,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1517,Energy Systems Technologies/Technicians.,1,Undergraduate Certificate or Diploma,13,19,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1599,"Engineering/Engineering-Related Technologies/Technicians, Other.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1616,American Sign Language.,1,Undergraduate Certificate or Diploma,1,1,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1907,"Human Development, Family Studies, and Related Services.",1,Undergraduate Certificate or Diploma,57,55,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,1909,Apparel and Textiles.,1,Undergraduate Certificate or Diploma,9,13,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,2203,Legal Support Services.,1,Undergraduate Certificate or Diploma,0,3,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",1,Undergraduate Certificate or Diploma,313,298,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4103,Physical Science Technologies/Technicians.,1,Undergraduate Certificate or Diploma,5,0,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4301,Criminal Justice and Corrections.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4499,"Public Administration and Social Service Professions, Other.",1,Undergraduate Certificate or Diploma,0,2,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4602,Carpenters.,1,Undergraduate Certificate or Diploma,34,30,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4603,Electrical and Power Transmission Installers.,1,Undergraduate Certificate or Diploma,91,95,PS,PS,36674,19,50745,24,68289
117724,1227,Los Angeles Trade Technical College,Public,1,4604,"Building/Construction Finishing, Management, and Inspection.",1,Undergraduate Certificate or Diploma,5,52,NA,NA,NA,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4605,Plumbing and Related Water Supply Services.,1,Undergraduate Certificate or Diploma,24,25,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4699,"Construction Trades, Other.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,8,1,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4703,Heavy/Industrial Equipment Maintenance Technologies/Technicians.,1,Undergraduate Certificate or Diploma,86,108,PS,PS,NA,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4706,Vehicle Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,157,176,PS,PS,26881,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4805,Precision Metal Working.,1,Undergraduate Certificate or Diploma,48,57,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,4902,Ground Transportation.,1,Undergraduate Certificate or Diploma,7,8,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5004,Design and Applied Arts.,1,Undergraduate Certificate or Diploma,45,26,PS,PS,21456,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5100,"Health Services/Allied Health/Health Sciences, General.",1,Undergraduate Certificate or Diploma,75,176,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,8,10,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,4,1,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,5,3,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,9,7,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5207,Entrepreneurial and Small Business Operations.,1,Undergraduate Certificate or Diploma,3,3,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5210,Human Resources Management and Services.,1,Undergraduate Certificate or Diploma,6,10,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5212,Management Information Systems and Services.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5215,Real Estate.,1,Undergraduate Certificate or Diploma,1,2,PS,PS,PS,PS,PS,PS,PS
117724,1227,Los Angeles Trade Technical College,Public,1,5218,"General Sales, Merchandising and Related Marketing Operations.",1,Undergraduate Certificate or Diploma,1,1,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,409,Architectural Sciences and Technology.,1,Undergraduate Certificate or Diploma,3,2,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,502,"Ethnic, Cultural Minority, Gender, and Group Studies.",1,Undergraduate Certificate or Diploma,1,3,NA,NA,NA,NA,NA,NA,NA
117733,1228,Los Angeles Valley College,Public,1,901,Communication and Media Studies.,1,Undergraduate Certificate or Diploma,24,21,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,904,Journalism.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,907,"Radio, Television, and Digital Communication.",1,Undergraduate Certificate or Diploma,6,10,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1002,Audiovisual Communications Technologies/Technicians.,1,Undergraduate Certificate or Diploma,9,14,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1102,Computer Programming.,1,Undergraduate Certificate or Diploma,3,4,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1110,Computer/Information Technology Administration and Management.,1,Undergraduate Certificate or Diploma,3,7,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1304,Educational Administration and Supervision.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,NA,NA,NA,NA
117733,1228,Los Angeles Valley College,Public,1,1310,Special Education and Teaching.,1,Undergraduate Certificate or Diploma,23,39,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1503,Electrical/Electronic Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1504,Electromechanical Technologies/Technicians.,1,Undergraduate Certificate or Diploma,10,14,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1506,Industrial Production Technologies/Technicians.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1507,Quality Control and Safety Technologies/Technicians.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,NA,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1513,Drafting/Design Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,0,1,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1609,"Romance Languages, Literatures, and Linguistics.",1,Undergraduate Certificate or Diploma,14,4,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1907,"Human Development, Family Studies, and Related Services.",1,Undergraduate Certificate or Diploma,193,223,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,1909,Apparel and Textiles.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,NA,NA,NA,NA
117733,1228,Los Angeles Valley College,Public,1,2301,"English Language and Literature, General.",1,Undergraduate Certificate or Diploma,NA,NA,NA,NA,PS,NA,NA,NA,NA
117733,1228,Los Angeles Valley College,Public,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",1,Undergraduate Certificate or Diploma,1012,918,12,PS,30802,PS,PS,53,36515
117733,1228,Los Angeles Valley College,Public,1,3001,Biological and Physical Sciences.,1,Undergraduate Certificate or Diploma,NA,186,NA,NA,NA,NA,NA,NA,NA
117733,1228,Los Angeles Valley College,Public,1,4301,Criminal Justice and Corrections.,1,Undergraduate Certificate or Diploma,2,3,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,4302,Fire Protection.,1,Undergraduate Certificate or Diploma,1,0,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,4502,Anthropology.,1,Undergraduate Certificate or Diploma,0,1,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,4604,"Building/Construction Finishing, Management, and Inspection.",1,Undergraduate Certificate or Diploma,2,5,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,13,15,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,4805,Precision Metal Working.,1,Undergraduate Certificate or Diploma,3,0,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5004,Design and Applied Arts.,1,Undergraduate Certificate or Diploma,5,1,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5005,Drama/Theatre Arts and Stagecraft.,1,Undergraduate Certificate or Diploma,2,2,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5006,Film/Video and Photographic Arts.,1,Undergraduate Certificate or Diploma,41,36,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5007,Fine and Studio Arts.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,NA,NA,NA,NA
117733,1228,Los Angeles Valley College,Public,1,5009,Music.,1,Undergraduate Certificate or Diploma,NA,NA,NA,NA,NA,NA,NA,NA,NA
117733,1228,Los Angeles Valley College,Public,1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,24,24,PS,PS,PS,21,82599,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,44,35,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,23,28,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,15,12,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5207,Entrepreneurial and Small Business Operations.,1,Undergraduate Certificate or Diploma,100,170,NA,NA,NA,NA,NA,NA,NA
117733,1228,Los Angeles Valley College,Public,1,5208,Finance and Financial Management Services.,1,Undergraduate Certificate or Diploma,22,19,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5214,Marketing.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5215,Real Estate.,1,Undergraduate Certificate or Diploma,25,27,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5218,"General Sales, Merchandising and Related Marketing Operations.",1,Undergraduate Certificate or Diploma,17,14,PS,PS,PS,PS,PS,PS,PS
117733,1228,Los Angeles Valley College,Public,1,5299,"Business, Management, Marketing, and Related Support Services, Other.",1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,502,"Ethnic, Cultural Minority, Gender, and Group Studies.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,907,"Radio, Television, and Digital Communication.",1,Undergraduate Certificate or Diploma,2,0,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1002,Audiovisual Communications Technologies/Technicians.,1,Undergraduate Certificate or Diploma,25,12,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1003,Graphic Communications.,1,Undergraduate Certificate or Diploma,0,0,NA,NA,NA,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1102,Computer Programming.,1,Undergraduate Certificate or Diploma,11,12,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1105,Computer Systems Analysis.,1,Undergraduate Certificate or Diploma,5,4,NA,NA,NA,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1106,Data Entry/Microcomputer Applications.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1109,Computer Systems Networking and Telecommunications.,1,Undergraduate Certificate or Diploma,8,4,PS,PS,PS,NA,NA,NA,NA
117788,1223,Los Angeles City College,Public,1,1110,Computer/Information Technology Administration and Management.,1,Undergraduate Certificate or Diploma,5,8,PS,PS,NA,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1304,Educational Administration and Supervision.,1,Undergraduate Certificate or Diploma,NA,NA,NA,NA,NA,NA,NA,NA,NA
117788,1223,Los Angeles City College,Public,1,1310,Special Education and Teaching.,1,Undergraduate Certificate or Diploma,5,10,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1603,"East Asian Languages, Literatures, and Linguistics.",1,Undergraduate Certificate or Diploma,35,25,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",1,Undergraduate Certificate or Diploma,4,34,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1609,"Romance Languages, Literatures, and Linguistics.",1,Undergraduate Certificate or Diploma,6,16,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1616,American Sign Language.,1,Undergraduate Certificate or Diploma,5,4,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1699,"Foreign Languages, Literatures, and Linguistics, Other.",1,Undergraduate Certificate or Diploma,NA,5,NA,NA,NA,NA,NA,NA,NA
117788,1223,Los Angeles City College,Public,1,1905,"Foods, Nutrition, and Related Services.",1,Undergraduate Certificate or Diploma,6,5,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,1907,"Human Development, Family Studies, and Related Services.",1,Undergraduate Certificate or Diploma,79,114,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,2200,Non-Professional Legal Studies.,1,Undergraduate Certificate or Diploma,12,3,NA,NA,NA,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,2203,Legal Support Services.,1,Undergraduate Certificate or Diploma,6,5,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",1,Undergraduate Certificate or Diploma,796,649,PS,PS,31247,PS,PS,54,45177
117788,1223,Los Angeles City College,Public,1,3105,"Sports, Kinesiology, and Physical Education/Fitness.",1,Undergraduate Certificate or Diploma,2,3,NA,NA,NA,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,3201,Basic Skills and Developmental/Remedial Education.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,4301,Criminal Justice and Corrections.,1,Undergraduate Certificate or Diploma,9,7,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,4400,"Human Services, General.",1,Undergraduate Certificate or Diploma,2,3,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,0,1,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,5001,"Visual and Performing Arts, General.",1,Undergraduate Certificate or Diploma,NA,NA,NA,NA,NA,NA,NA,NA,NA
117788,1223,Los Angeles City College,Public,1,5004,Design and Applied Arts.,1,Undergraduate Certificate or Diploma,10,7,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,5005,Drama/Theatre Arts and Stagecraft.,1,Undergraduate Certificate or Diploma,3,20,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,5006,Film/Video and Photographic Arts.,1,Undergraduate Certificate or Diploma,34,45,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,5100,"Health Services/Allied Health/Health Sciences, General.",1,Undergraduate Certificate or Diploma,48,127,NA,NA,NA,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,5106,Dental Support Services and Allied Professions.,1,Undergraduate Certificate or Diploma,18,11,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,2,1,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,5115,Mental and Social Health Services and Allied Professions.,1,Undergraduate Certificate or Diploma,5,3,PS,PS,PS,PS,PS,PS,PS
117788,1223,Los Angeles City College,Public,1,5131,Dietetics and Clinical Nutrition Services.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,NA,NA,NA,NA
117788,1223,Los Angeles City College,Public,1,5201,"Business/Commerce, General.",1,Undergraduate Certificate or Diploma,53,47,PS,PS,PS,PS,PS,PS,PS
